194.164.107.6 - - "2025-11-03 07:26:31" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
136.158.101.184 - - "2025-11-03 08:02:50" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
136.158.101.184 - - "2025-11-03 08:03:13" https://journals.cbsua.edu.ph/index.php/Journals/issue/view/1 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
136.158.101.184 - - "2025-11-03 08:03:45" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
136.158.101.184 - - "2025-11-03 11:45:16" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
136.158.101.184 - - "2025-11-03 11:45:18" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
136.158.101.184 - - "2025-11-03 11:45:19" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
74.7.227.1 bot - "2025-11-03 15:11:23" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
43.173.180.189 - - "2025-11-03 17:47:14" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.114 Safari/537.36"
136.158.101.184 - - "2025-11-03 23:33:48" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:34:03" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:29" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:32" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:37" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:41" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:41" https://journals.cbsua.edu.ph/index.php/Journals/article/view/1 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:55:45" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:56:19" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
136.158.101.184 - - "2025-11-03 23:56:55" https://journals.cbsua.edu.ph/index.php/Journals/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1"
